authors,author_sort,rating,library_name,timestamp,formats,size,isbn,identifiers,comments,tags,series,series_index,languages,title,cover,title_sort,publisher,pubdate,id,uuid
"J. Rodman Williams","Williams, J. Rodman","","temp","0101-01-01T02:00:00+02:00","pdf","30521483","","","","Systematik, Dogmatik, Charismatisch","","1.0","eng","Renewal Theology: God, the World & Redemption, Systematic Theology from a Charismatic Perspective","C:\Users\sever\Documents\temp\J. Rodman Williams\Renewal Theology_ God, the World & (905)\cover.jpg","Renewal Theology: God, the World & Redemption, Systematic Theology from a Charismatic Perspective","Zondervan","0101-01-01T02:00:00+02:00","905","5ac08edb-cf7b-4391-ac2b-ad7346312432"
"Todd Wilson & Gerald Hiestand","Wilson, Todd & Hiestand, Gerald","","temp","0101-01-01T02:00:00+02:00","epub","3044891","","","","Dienst, Praktik, Gemeinde, Leiterschaft","","1.0","eng","Becoming a Pastor Theologian: New Possibilities for Church Leadership","C:\Users\sever\Documents\temp\Todd Wilson\Becoming a Pastor Theologian_ New P (906)\cover.jpg","Becoming a Pastor Theologian: New Possibilities for Church Leadership","InterVarsity Press","0101-01-01T02:00:00+02:00","906","e9adfda7-0c39-4e58-aedb-5018c7cf7aef"
"Hans Walter Wolff","Wolff, Hans Walter","","temp","0101-01-01T02:00:00+02:00","pdf","9871098","","","","Kommentar, AT, Jesaja","","1.0","deu","Jesaja 53 im Urchristentum","C:\Users\sever\Documents\temp\Hans Walter Wolff\Jesaja 53 im Urchristentum (907)\cover.jpg","Jesaja 53 im Urchristentum","TVG, Brunnen","0101-01-01T02:00:00+02:00","907","c8ad3ce2-2888-44d0-99de-8d7e2c275ade"
"Nancy Wolgemuth","Wolgemuth, Nancy","","temp","0101-01-01T02:00:00+02:00","pdf","5186900","","","","Seelsorge, Single","","1.0","deu","Solo Dennoch Gloria 10 Verpflichtungen In Deiner Singlezeit","C:\Users\sever\Documents\temp\Nancy Wolgemuth\Solo Dennoch Gloria 10 Verpflichtun (908)\cover.jpg","Solo Dennoch Gloria 10 Verpflichtungen In Deiner Singlezeit","CLV","0101-01-01T02:00:00+02:00","908","5aa78a44-c878-4398-b22e-7f8b0e04eeec"
"Andrew Wommack","Wommack, Andrew","","temp","0101-01-01T02:00:00+02:00","pdf","554505","","","","Systematik, Heiligung, Hyper Grace, Gnade","","1.0","eng","Grace, The Power of the Gospel: It's Not What You Do, But What Jesus Did","C:\Users\sever\Documents\temp\Andrew Wommack\Grace, The Power of the Gospel_ It' (909)\cover.jpg","Grace, The Power of the Gospel: It's Not What You Do, But What Jesus Did","Harrison House","0101-01-01T02:00:00+02:00","909","51307dce-1b98-461d-98c5-e3f1520e9e97"
"R. K. McGregor Wright","Wright, R. K. McGregor","","temp","0101-01-01T02:00:00+02:00","pdf","33984684","","","","Souveränität, Systematik, Arminianismus, Calvinismus","","1.0","eng","No Place for Sovereignty: What's Wrong with Freewill Theism","C:\Users\sever\Documents\temp\R. K. McGregor Wright\No Place for Sovereignty_ What's Wr (910)\cover.jpg","No Place for Sovereignty: What's Wrong with Freewill Theism","InterVarsity Press","0101-01-01T02:00:00+02:00","910","56f6a448-b2fc-4985-8a55-35dd5de4d5c9"
"Simeon Zahl","Zahl, Simeon","","temp","0101-01-01T02:00:00+02:00","pdf","1073387","","","","Pneumatologie, Predigen, Kirchengeschichte, Historik","","1.0","eng","Pneumatology and Theology of the Cross in the Preaching of Christoph Friedrich Blumhardt: The Holy Spirit between Wittenberg and Azusa Street","C:\Users\sever\Documents\temp\Simeon Zahl\Pneumatology and Theology of the Cr (911)\cover.jpg","Pneumatology and Theology of the Cross in the Preaching of Christoph Friedrich Blumhardt: The Holy Spirit between Wittenberg and Azusa Street","T&T Clark","0101-01-01T02:00:00+02:00","911","fff27221-37be-4b83-b0d6-a77f1baa2e7c"
"Theodor Zahn","Zahn, Theodor","","temp","0101-01-01T02:00:00+02:00","pdf","2510037","","","","Anbetung","","1.0","deu","Die Anbetung Jesu im Zeitalter der Apostel","C:\Users\sever\Documents\temp\Theodor Zahn\Die Anbetung Jesu im Zeitalter der (912)\cover.jpg","Anbetung Jesu im Zeitalter der Apostel, Die","A. Deichert","0101-01-01T02:00:00+02:00","912","ffa6bd68-2967-440c-9f9a-1d1c87c5ec14"
"Fred R. Zimmerman","Zimmerman, Fred R.","","temp","0101-01-01T02:00:00+02:00","epub","1049549","","","","Predigen, Illustration, Dienst, Praktik","","1.0","eng","Sermon Nuggets: Topical Excerpts From a Lifetime of Preaching","C:\Users\sever\Documents\temp\Fred R. Zimmerman\Sermon Nuggets_ Topical Excerpts Fr (913)\cover.jpg","Sermon Nuggets: Topical Excerpts From a Lifetime of Preaching","Hamilton Books","0101-01-01T02:00:00+02:00","913","7afd732c-7851-404a-9d19-2891edd4cc7c"
"Zondervan","Zondervan","","temp","0101-01-01T02:00:00+02:00","epub","194869526","","","Alter: 8–12
","Kinderarbeit, Bibel, Illustration, Andacht","","1.0","eng","NIV Kids' Visual Study Bible: Explore the Story of the Bible","C:\Users\sever\Documents\temp\Zondervan\NIV Kids' Visual Study Bible_ Explo (914)\cover.jpg","NIV Kids' Visual Study Bible: Explore the Story of the Bible","Zondervan","0101-01-01T02:00:00+02:00","914","e486ed6f-6d5c-4d22-ad0c-5ccd9bd66448"
"Jakob Zopfi","Zopfi, Jakob","","temp","0101-01-01T02:00:00+02:00","epub","311107","","","","Charismatisch, Kritik, Stellungnahme, Heiliger Geist, Geistesgaben, Geistestaufe","","1.0","deu","Schwarmgeist?","C:\Users\sever\Documents\temp\Jakob Zopfi\Schwarmgeist_ (915)\cover.jpg","Schwarmgeist?","Asaph","0101-01-01T02:00:00+02:00","915","34f851c6-3f2b-41c7-8945-289653310a83"
"Charles H. Spurgeon","Spurgeon, Charles H.","","temp","0101-01-01T02:00:00+02:00","pdf","1213485","","","","Erwählung","","1.0","deu","Erwählung","C:\Users\sever\Documents\temp\Charles H. Spurgeon\Erwahlung (916)\cover.jpg","Erwählung","Glaubensstimme.de","0101-01-01T02:00:00+02:00","916","1badc7e8-44fc-41fa-94c0-e26590eb11ee"
"Otto Stockmayer","Stockmayer, Otto","","temp","0101-01-01T02:00:00+02:00","pdf","350534","","","","Heiliger Geist","","1.0","deu","Die Gabe des heiligen Geistes","C:\Users\sever\Documents\temp\Otto Stockmayer\Die Gabe des heiligen Geistes (917)\cover.jpg","Gabe des heiligen Geistes, Die","","0101-01-01T02:00:00+02:00","917","eef85d45-4a41-4872-8d90-ab990d30c4d9"
"Armin Sierszyn","Sierszyn, Armin","","temp","0101-01-01T02:00:00+02:00","pdf","1295002","","","","Historik, Kirchengeschichte","2000 Jahre Kirchengeschichte","1.0","deu","2000 Jahre Kirchengeschichte: Cover","C:\Users\sever\Documents\temp\Armin Sierszyn\2000 Jahre Kirchengeschichte_ Cover (918)\cover.jpg","2000 Jahre Kirchengeschichte: Cover","SCM R.Brockhaus","0101-01-01T02:00:00+02:00","918","93b08124-bd75-4569-b400-3e3f35ce5b72"
"Armin Sierszyn","Sierszyn, Armin","","temp","0101-01-01T02:00:00+02:00","pdf","34915808","","","","Historik, Kirchengeschichte","2000 Jahre Kirchengeschichte","2.0","deu","2000 Jahre Kirchengeschichte: S.1-200","C:\Users\sever\Documents\temp\Armin Sierszyn\2000 Jahre Kirchengeschichte_ S.1-2 (919)\cover.jpg","2000 Jahre Kirchengeschichte: S.1-200","SCM R.Brockhaus","0101-01-01T02:00:00+02:00","919","02cdbb4d-67fa-4557-bc17-e83def7a88b9"
"Armin Sierszyn","Sierszyn, Armin","","temp","0101-01-01T02:00:00+02:00","pdf","32186923","","","","Historik, Kirchengeschichte","2000 Jahre Kirchengeschichte","3.0","deu","2000 Jahre Kirchengeschichte: S.201-398","C:\Users\sever\Documents\temp\Armin Sierszyn\2000 Jahre Kirchengeschichte_ S.201 (920)\cover.jpg","2000 Jahre Kirchengeschichte: S.201-398","SCM R.Brockhaus","0101-01-01T02:00:00+02:00","920","eb244b51-254d-4a7f-be64-bf9dddc80914"
"Armin Sierszyn","Sierszyn, Armin","","temp","0101-01-01T02:00:00+02:00","pdf","38552691","","","","Historik, Kirchengeschichte","2000 Jahre Kirchengeschichte","4.0","deu","2000 Jahre Kirchengeschichte: S.399-626","C:\Users\sever\Documents\temp\Armin Sierszyn\2000 Jahre Kirchengeschichte_ S.399 (921)\cover.jpg","2000 Jahre Kirchengeschichte: S.399-626","SCM R.Brockhaus","0101-01-01T02:00:00+02:00","921","87baa948-1977-484e-8f04-4590f9f0a125"
"Armin Sierszyn","Sierszyn, Armin","","temp","0101-01-01T02:00:00+02:00","pdf","46051997","","","","Historik, Kirchengeschichte","2000 Jahre Kirchengeschichte","5.0","deu","2000 Jahre Kirchengeschichte: S.627-881","C:\Users\sever\Documents\temp\Armin Sierszyn\2000 Jahre Kirchengeschichte_ S.627 (922)\cover.jpg","2000 Jahre Kirchengeschichte: S.627-881","SCM R.Brockhaus","0101-01-01T02:00:00+02:00","922","567b381f-9052-4237-845a-0f4c144e6e6e"
"Armin Sierszyn","Sierszyn, Armin","","temp","0101-01-01T02:00:00+02:00","pdf","4051750","","","","Historik, Kirchengeschichte","2000 Jahre Kirchengeschichte","6.0","deu","2000 Jahre Kirchengeschichte: Anhang","C:\Users\sever\Documents\temp\Armin Sierszyn\2000 Jahre Kirchengeschichte_ Anhan (923)\cover.jpg","2000 Jahre Kirchengeschichte: Anhang","SCM R.Brockhaus","0101-01-01T02:00:00+02:00","923","243fdc39-8906-4468-87d7-01f8d4c75a94"
"Matthew Barrett","Barrett, Matthew","","temp","0101-01-01T02:00:00+02:00","epub","2318584","","","","Bibliologie, Systematik, Reformatorisch","The 5 Solas Series","1.0","eng","God's Word Alone: The Authority of Scripture, What the Reformers Taught ... and Why It Still Matters","C:\Users\sever\Documents\temp\Matthew Barrett\God's Word Alone_ The Authority of (924)\cover.jpg","God's Word Alone: The Authority of Scripture, What the Reformers Taught ... and Why It Still Matters","Zondervan","0101-01-01T02:00:00+02:00","924","1ac4620d-7100-4665-b60e-2b8db100318d"
"Thomas R. Schreiner","Schreiner, Thomas R.","","temp","0101-01-01T02:00:00+02:00","azw3","806232","","","","Reformatorisch, Glaube, Rechtfertigung, Soteriologie","The 5 Solas Series","2.0","eng","Faith Alone: The Doctrine of Justification, What the Reformers Taught ... and Why It Still Matters","C:\Users\sever\Documents\temp\Thomas R. Schreiner\Faith Alone_ The Doctrine of Justif (925)\cover.jpg","Faith Alone: The Doctrine of Justification, What the Reformers Taught ... and Why It Still Matters","Zondervan","0101-01-01T02:00:00+02:00","925","58251cfb-5307-4982-8b61-26087814af03"
"Carl R. Trueman","Trueman, Carl R.","","temp","0101-01-01T02:00:00+02:00","epub","1628555","","","","Systematik, Reformatorisch, Gnade, Soteriologie, Erlösung","The 5 Solas Series","3.0","eng","Grace Alone: Salvation as a Gift of God, What the Reformers Taught ... and Why It Still Matters","C:\Users\sever\Documents\temp\Carl R. Trueman\Grace Alone_ Salvation as a Gift of (926)\cover.jpg","Grace Alone: Salvation as a Gift of God, What the Reformers Taught ... and Why It Still Matters","Zondervan","0101-01-01T02:00:00+02:00","926","3753eb45-29d4-4aec-8388-54be96b3a77b"
"Stephen Wellum","Wellum, Stephen","","temp","0101-01-01T02:00:00+02:00","epub","1750905","","","","Systematik, Erlösung, Christologie, Soteriologie, Reformatorisch","The 5 Solas Series","4.0","eng","Christ Alone: The Uniqueness of Jesus as Savior, What the Reformers Taught ... and Why It Still Matters","C:\Users\sever\Documents\temp\Stephen Wellum\Christ Alone_ The Uniqueness of Jes (927)\cover.jpg","Christ Alone: The Uniqueness of Jesus as Savior, What the Reformers Taught ... and Why It Still Matters","Zondervan","0101-01-01T02:00:00+02:00","927","7b979659-b0fe-408a-995e-f015e1f11d15"
"David VanDrunen","VanDrunen, David","","temp","0101-01-01T02:00:00+02:00","azw","669064","","","","Systematik, Reformatorisch, Glaube","The 5 Solas Series","5.0","eng","God's Glory Alone: The Majestic Heart of Christian Faith and Life, What the Reformers Taught ... and Why It Still Matters","C:\Users\sever\Documents\temp\David VanDrunen\God's Glory Alone_ The Majestic Hea (928)\cover.jpg","God's Glory Alone: The Majestic Heart of Christian Faith and Life, What the Reformers Taught ... and Why It Still Matters","Zondervan","0101-01-01T02:00:00+02:00","928","d77b5fa6-b0a4-4486-a31b-9cbd8874a500"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","11193943","","","","Kommentar, NT, Apostelgeschichte","Acts An Exegetical Commentary","1.0","eng","Acts Introduction And 1,1-2,47","C:\Users\sever\Documents\temp\Craig S. Keener\Acts Introduction And 1,1-2,47 (929)\cover.jpg","Acts Introduction And 1,1-2,47","Baker Academic","0101-01-01T02:00:00+02:00","929","eb7e1b12-c9e5-4819-ad41-57924895deb3"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","13903909","","","","Kommentar, NT, Apostelgeschichte","Acts An Exegetical Commentary","2.0","eng","Acts 3,1-14,28","C:\Users\sever\Documents\temp\Craig S. Keener\Acts 3,1-14,28 (930)\cover.jpg","Acts 3,1-14,28","Baker Academic","0101-01-01T02:00:00+02:00","930","1b341d97-cb58-4abf-9a80-6d72fee84399"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","33042412","","","","Kommentar, NT, Apostelgeschichte","Acts An Exegetical Commentary","3.0","eng","Acts 15,1-23,35","C:\Users\sever\Documents\temp\Craig S. Keener\Acts 15,1-23,35 (931)\cover.jpg","Acts 15,1-23,35","Baker Academic","0101-01-01T02:00:00+02:00","931","abbfb4b1-d2f1-4767-9f67-ae1a67ede951"
"Craig S. Keener","Keener, Craig S.","","temp","0101-01-01T02:00:00+02:00","pdf","18967152","","","","Kommentar, NT, Apostelgeschichte","Acts An Exegetical Commentary","4.0","eng","Acts 24,1-28,31","C:\Users\sever\Documents\temp\Craig S. Keener\Acts 24,1-28,31 (932)\cover.jpg","Acts 24,1-28,31","Baker Academic","0101-01-01T02:00:00+02:00","932","a29b60e1-3c18-4edf-833a-e5a1938e2feb"
"John A. Broadus","Broadus, John A.","","temp","0101-01-01T02:00:00+02:00","pdf","55004603","","","","Kommentar, NT, Matthäus","An American Commentary on the New Testament","1.0","eng","Commentary On The Gospel Of Matthew","C:\Users\sever\Documents\temp\John A. Broadus\Commentary On The Gospel Of Matthew (933)\cover.jpg","Commentary On The Gospel Of Matthew","American Baptist","0101-01-01T02:00:00+02:00","933","e76fd59b-1df3-46b7-9128-c8af09ba85e0"
"William N. Clarke","Clarke, William N.","","temp","0101-01-01T02:00:00+02:00","pdf","24304066","","","","Kommentar, NT, Markus","An American Commentary on the New Testament","2.0","eng","Commentary On The Gospel Of Mark","C:\Users\sever\Documents\temp\William N. Clarke\Commentary On The Gospel Of Mark (934)\cover.jpg","Commentary On The Gospel Of Mark","American Baptist","0101-01-01T02:00:00+02:00","934","58046868-138c-4925-a7c6-76bf080bc9e2"
"George R. Bliss","Bliss, George R.","","temp","0101-01-01T02:00:00+02:00","pdf","30967328","","","","Kommentar, NT, Lukas","An American Commentary on the New Testament","3.0","eng","Commentary On The Gospel Of Luke","C:\Users\sever\Documents\temp\George R. Bliss\Commentary On The Gospel Of Luke (935)\cover.jpg","Commentary On The Gospel Of Luke","American Baptist","0101-01-01T02:00:00+02:00","935","f2a1f807-23cd-4dac-a679-ebecfe211df7"
"Alvah Hovey","Hovey, Alvah","","temp","0101-01-01T02:00:00+02:00","pdf","34822238","","","","Kommentar, NT, Johannes","An American Commentary on the New Testament","4.0","eng","Commentary On The Gospel Of John","C:\Users\sever\Documents\temp\Alvah Hovey\Commentary On The Gospel Of John (936)\cover.jpg","Commentary On The Gospel Of John","American Baptist","0101-01-01T02:00:00+02:00","936","68838d89-2a80-4aa0-a003-5a2ea58b467d"
"Horatio B. Hackett","Hackett, Horatio B.","","temp","0101-01-01T02:00:00+02:00","pdf","30508474","","","","Kommentar, NT, Apostelgeschichte","An American Commentary on the New Testament","5.0","eng","Commentary On The Acts Of The Apostles","C:\Users\sever\Documents\temp\Horatio B. Hackett\Commentary On The Acts Of The Apost (937)\cover.jpg","Commentary On The Acts Of The Apostles","American Baptist","0101-01-01T02:00:00+02:00","937","7d25e310-fa8d-466d-a965-8a6315659c12"
"Albert N. Arnold & D. B. Ford","Arnold, Albert N. & Ford, D. B.","","temp","0101-01-01T02:00:00+02:00","pdf","25293369","","","","Kommentar, NT, Römer","An American Commentary on the New Testament","6.0","eng","Commentary On The Epistle To The Romans","C:\Users\sever\Documents\temp\Albert N. Arnold\Commentary On The Epistle To The Ro (938)\cover.jpg","Commentary On The Epistle To The Romans","American Baptist","0101-01-01T02:00:00+02:00","938","b944fb0b-d451-4c34-a07b-f817b25c199c"
"Ezra P. Gould","Gould, Ezra P.","","temp","0101-01-01T02:00:00+02:00","pdf","18191344","","","","Kommentar, NT, Korinther","An American Commentary on the New Testament","7.0","eng","Commentary On The Epistles To The Corinthians","C:\Users\sever\Documents\temp\Ezra P. Gould\Commentary On The Epistles To The C (939)\cover.jpg","Commentary On The Epistles To The Corinthians","American Baptist","0101-01-01T02:00:00+02:00","939","e4635485-2655-474b-8989-148bd01bcada"
"Alvah Hovey","Hovey, Alvah","","temp","0101-01-01T02:00:00+02:00","pdf","6914750","","","","Kommentar, NT, Galater","An American Commentary on the New Testament","8.0","eng","Commentary on The Epistle To The Galatians","C:\Users\sever\Documents\temp\Alvah Hovey\Commentary on The Epistle To The Ga (940)\cover.jpg","Commentary on The Epistle To The Galatians","American Baptist","0101-01-01T02:00:00+02:00","940","d235b421-75b0-4e83-8ed3-9f1ab2845e7b"
"William A. Stevens","Stevens, William A.","","temp","0101-01-01T02:00:00+02:00","pdf","14664520","","","","Kommentar, NT, Thessalonicher","An American Commentary on the New Testament","12.0","eng","Commentary On The Epistles To The Thessalonians","C:\Users\sever\Documents\temp\William A. Stevens\Commentary On The Epistles To The T (941)\cover.jpg","Commentary On The Epistles To The Thessalonians","American Baptist","0101-01-01T02:00:00+02:00","941","457b76c0-0074-4b05-82b9-b4fc2761ea08"
"H. Harvey","Harvey, H.","","temp","0101-01-01T02:00:00+02:00","pdf","44531079","","","","Kommentar, NT, Timotheus, Titus, Philemon, Hebräer, Jakobus, Petrus","An American Commentary on the New Testament","13.0","eng","Commentary On The Pastoral Epistles, First And Second Timothy And Titus, And The Epistle To Philemon","C:\Users\sever\Documents\temp\H. Harvey\Commentary On The Pastoral Epistles (942)\cover.jpg","Commentary On The Pastoral Epistles, First And Second Timothy And Titus, And The Epistle To Philemon","American Baptist","0101-01-01T02:00:00+02:00","942","c7d7eb2d-d2b5-4a16-8007-9c8943a824f2"
"Henry A. Sawtelle","Sawtelle, Henry A.","","temp","0101-01-01T02:00:00+02:00","pdf","6404001","","","","Kommentar, NT, Johannesbriefe","An American Commentary on the New Testament","14.0","eng","Commentary On The Epistles Of John","C:\Users\sever\Documents\temp\Henry A. Sawtelle\Commentary On The Epistles Of John (943)\cover.jpg","Commentary On The Epistles Of John","American Baptist","0101-01-01T02:00:00+02:00","943","806e3b4b-301d-4b21-8884-f5da3bb1e765"
"Nathaniel M. Williams","Williams, Nathaniel M.","","temp","0101-01-01T02:00:00+02:00","pdf","1550509","","","","Kommentar, NT, Judas","An American Commentary on the New Testament","15.0","eng","Commentary On The Epistle Of Jude","C:\Users\sever\Documents\temp\Nathaniel M. Williams\Commentary On The Epistle Of Jude (944)\cover.jpg","Commentary On The Epistle Of Jude","American Baptist","0101-01-01T02:00:00+02:00","944","3a8481ff-aebd-481a-b7a6-292225a61b7e"
"Justin A. Smith & James R. Boise","Smith, Justin A. & Boise, James R.","","temp","0101-01-01T02:00:00+02:00","pdf","24481702","","","","Kommentar, NT, Offenbarung","An American Commentary on the New Testament","16.0","eng","Commentary On The Revelation","C:\Users\sever\Documents\temp\Justin A. Smith\Commentary On The Revelation (945)\cover.jpg","Commentary On The Revelation","American Baptist","0101-01-01T02:00:00+02:00","945","43b38a74-8451-427f-aeb5-665e2a0429a5"
"Manlio Simonetti","Simonetti, Manlio","","temp","0101-01-01T02:00:00+02:00","pdf","7705776","","","","Kommentar, NT, Matthäus","Ancient Christian Commentary on Scripture New Testament","1.1","eng","Matthew 1-13","C:\Users\sever\Documents\temp\Manlio Simonetti\Matthew 1-13 (946)\cover.jpg","Matthew 1-13","InterVarsity Press","0101-01-01T02:00:00+02:00","946","32136032-baf8-4d35-ac68-b39ba6e3f71a"
"Manlio Simonetti","Simonetti, Manlio","","temp","0101-01-01T02:00:00+02:00","pdf","4485489","","","","Kommentar, NT, Matthäus","Ancient Christian Commentary on Scripture New Testament","1.2","eng","Matthew 14-28","C:\Users\sever\Documents\temp\Manlio Simonetti\Matthew 14-28 (947)\cover.jpg","Matthew 14-28","InterVarsity Press","0101-01-01T02:00:00+02:00","947","da3e0ce2-ce46-4337-a137-89402d10fee3"
"Thomas C. Oden & Christopher A. Hall","Oden, Thomas C. & Hall, Christopher A.","","temp","0101-01-01T02:00:00+02:00","pdf","43825485","","","","Kommentar, NT, Markus","Ancient Christian Commentary on Scripture New Testament","2.0","eng","Mark","C:\Users\sever\Documents\temp\Thomas C. Oden\Mark (948)\cover.jpg","Mark","InterVarsity Press","0101-01-01T02:00:00+02:00","948","45ab88ed-bc6a-47ef-9fec-fe23b6362311"
"Arthur A. Just Jr.","Just, Arthur A. Jr.","","temp","0101-01-01T02:00:00+02:00","pdf","6379719","","","","Kommentar, NT, Lukas","Ancient Christian Commentary on Scripture New Testament","3.0","eng","Luke","C:\Users\sever\Documents\temp\Arthur A. Just Jr_\Luke (949)\cover.jpg","Luke","InterVarsity Press","0101-01-01T02:00:00+02:00","949","427a519a-29c2-44fc-905b-e20a0debd5f0"
"Joel C. Elowsky","Elowsky, Joel C.","","temp","0101-01-01T02:00:00+02:00","pdf","10372783","","","","Kommentar, NT, Johannes","Ancient Christian Commentary on Scripture New Testament","4.1","eng","John 1-10","C:\Users\sever\Documents\temp\Joel C. Elowsky\John 1-10 (950)\cover.jpg","John 1-10","InterVarsity Press","0101-01-01T02:00:00+02:00","950","0751c788-6610-4314-9e57-50e522fa53f0"
"Joel C. Elowsky","Elowsky, Joel C.","","temp","0101-01-01T02:00:00+02:00","pdf","6720271","","","","Kommentar, NT, Johannes","Ancient Christian Commentary on Scripture New Testament","4.2","eng","John 11-21","C:\Users\sever\Documents\temp\Joel C. Elowsky\John 11-21 (951)\cover.jpg","John 11-21","InterVarsity Press","0101-01-01T02:00:00+02:00","951","62a917d7-e089-498f-8aaa-7e48e0cb6471"
"Francis Martin","Martin, Francis","","temp","0101-01-01T02:00:00+02:00","pdf","5041177","","","","Kommentar, NT, Apostelgeschichte","Ancient Christian Commentary on Scripture New Testament","5.0","eng","Acts","C:\Users\sever\Documents\temp\Francis Martin\Acts (952)\cover.jpg","Acts","InterVarsity Press","0101-01-01T02:00:00+02:00","952","00f8f317-8ca3-4626-a9a5-7cedd6b2c806"
"Gerald Bray","Bray, Gerald","","temp","0101-01-01T02:00:00+02:00","pdf","6685422","","","","NT, Kommentar, Römer","Ancient Christian Commentary on Scripture New Testament","6.0","eng","Romans","C:\Users\sever\Documents\temp\Gerald Bray\Romans (953)\cover.jpg","Romans","InterVarsity Press","0101-01-01T02:00:00+02:00","953","92c939a0-1f32-485b-ae2e-7a88628f11c0"
"Gerald L. Bray","Bray, Gerald L.","","temp","0101-01-01T02:00:00+02:00","pdf","28728270","","","","Kommentar, NT, Korinther","Ancient Christian Commentary on Scripture New Testament","7.0","eng","1-2 Corinthians","C:\Users\sever\Documents\temp\Gerald L. Bray\1-2 Corinthians (954)\cover.jpg","1-2 Corinthians","InterVarsity Press","0101-01-01T02:00:00+02:00","954","69c6f124-84ba-4331-92e1-2a2e4b99a787"
"Mark J. Edwards","Edwards, Mark J.","","temp","0101-01-01T02:00:00+02:00","pdf","3972233","","","","Kommentar, NT, Galater, Epheser, Philipper","Ancient Christian Commentary on Scripture New Testament","8.0","eng","Galatians, Ephesians, Phillipians","C:\Users\sever\Documents\temp\Mark J. Edwards\Galatians, Ephesians, Phillipians (955)\cover.jpg","Galatians, Ephesians, Phillipians","InterVarsity Press","0101-01-01T02:00:00+02:00","955","9ee8f899-18a6-454d-a7cc-9044230a956b"
"Peter J. Gorday","Gorday, Peter J.","","temp","0101-01-01T02:00:00+02:00","pdf","5240141","","","","Kommentar, NT, Kolosser, Thessalonicher, Timotheus, Titus, Philemon","Ancient Christian Commentary on Scripture New Testament","9.0","eng","Colossians, 1-2 Thessalonians, 1-2 Timothy, Titus, Philemon","C:\Users\sever\Documents\temp\Peter J. Gorday\Colossians, 1-2 Thessalonians, 1-2 (956)\cover.jpg","Colossians, 1-2 Thessalonians, 1-2 Timothy, Titus, Philemon","InterVarsity Press","0101-01-01T02:00:00+02:00","956","fdd92d04-82bb-4dd9-a16f-386b55d0fd5b"
"Erik M. Heen & Philip D. Krey","Heen, Erik M. & Krey, Philip D.","","temp","0101-01-01T02:00:00+02:00","pdf","5904148","","","","Kommentar, NT, Hebräer","Ancient Christian Commentary on Scripture New Testament","10.0","eng","Hebrews","C:\Users\sever\Documents\temp\Erik M. Heen\Hebrews (957)\cover.jpg","Hebrews","InterVarsity Press","0101-01-01T02:00:00+02:00","957","a88c0905-0dd5-480d-bcdc-01e1d4c326f9"
"Gerald L. Bray","Bray, Gerald L.","","temp","0101-01-01T02:00:00+02:00","pdf","3102350","","","","Kommentar, NT, Jakobus, Petrus, Johannesbriefe, Judas","Ancient Christian Commentary on Scripture New Testament","11.0","eng","James, 1-2 Peter, 1-3 John, Jude","C:\Users\sever\Documents\temp\Gerald L. Bray\James, 1-2 Peter, 1-3 John, Jude (958)\cover.jpg","James, 1-2 Peter, 1-3 John, Jude","Routledge","0101-01-01T02:00:00+02:00","958","0991dfff-df48-4b23-9612-62632a4a07c6"
"William C. Weinrich","Weinrich, William C.","","temp","0101-01-01T02:00:00+02:00","pdf","7070681","","","","Kommentar, NT, Offenbarung","Ancient Christian Commentary on Scripture New Testament","12.0","eng","Revelation","C:\Users\sever\Documents\temp\William C. Weinrich\Revelation (959)\cover.jpg","Revelation","InterVarsity Press","0101-01-01T02:00:00+02:00","959","aa8a03c6-2945-4257-b423-aedf3e89a1d0"
"Andrew Louth","Louth, Andrew","","temp","0101-01-01T02:00:00+02:00","pdf","28821892","","","","Kommentar, AT, Genesis","Ancient Christian Commentary on Scripture Old Testament","1.0","eng","Genesis 1-11","C:\Users\sever\Documents\temp\Andrew Louth\Genesis 1-11 (960)\cover.jpg","Genesis 1-11","InterVarsity Press","0101-01-01T02:00:00+02:00","960","60d85a7d-1860-4ab3-ad00-fe4bf45c42d7"
"Mark Sheridan","Sheridan, Mark","","temp","0101-01-01T02:00:00+02:00","pdf","48644636","","","","Kommentar, AT, Genesis","Ancient Christian Commentary on Scripture Old Testament","2.0","eng","Genesis 12-50","C:\Users\sever\Documents\temp\Mark Sheridan\Genesis 12-50 (961)\cover.jpg","Genesis 12-50","InterVarsity Press","0101-01-01T02:00:00+02:00","961","d8bf8215-2270-4550-a3ce-1228738ab33b"
"Joseph T. Lienhard","Lienhard, Joseph T.","","temp","0101-01-01T02:00:00+02:00","pdf","8762520","","","","Kommentar, AT, Exodus, Leviticus, Numeri, Deuteronomium","Ancient Christian Commentary on Scripture Old Testament","3.0","eng","Exocus, Leviticus, Numbers, Deuteronomy","C:\Users\sever\Documents\temp\Joseph T. Lienhard\Exocus, Leviticus, Numbers, Deutero (962)\cover.jpg","Exocus, Leviticus, Numbers, Deuteronomy","InterVarsity Press","0101-01-01T02:00:00+02:00","962","093ecbf4-8a6a-49f2-af35-5f5201efc9fb"
